Trait	AB1	BRC20067	CB4851	CB4852	CB4853	CB4854	CB4855	CB4856	CB4857	CB4858	CB4932	CX11254	CX11262	CX11264	CX11271	CX11276	CX11285	CX11292	CX11307	CX11314	CX11315	DL200	DL226	DL238	ECA252	ECA36	ED3005	ED3011	ED3012	ED3017	ED3040	ED3046	ED3048	ED3049	ED3052	ED3073	ED3077	EG4347	EG4349	EG4724	EG4725	EG4946	GXW1	JT11398	JU1088	JU1172	JU1200	JU1212	JU1213	JU1242	JU1246	JU1395	JU1400	JU1409	JU1440	JU1491	JU1530	JU1568	JU1580	JU1581	JU1586	JU1652	JU1896	JU2001	JU2007	JU2316	JU2464	JU2466	JU2513	JU2519	JU2522	JU2526	JU258	JU310	JU311	JU323	JU346	JU360	JU367	JU393	JU394	JU397	JU406	JU440	JU561	JU642	JU751	JU774	JU775	JU778	JU782	JU792	JU830	JU847	KR314	LKC34	LSJ1	MY10	MY16	MY18	MY1	MY23	N2	NIC166	NIC195	NIC199	NIC1	NIC207	NIC231	NIC236	NIC242	NIC251	NIC252	NIC255	NIC256	NIC258	NIC259	NIC260	NIC261	NIC262	NIC265	NIC266	NIC267	NIC268	NIC269	NIC271	NIC272	NIC274	NIC275	NIC276	NIC277	NIC2	NIC3	PB303	PB306	PS2025	PX179	QG2075	QG536	QG556	QG557	QW947	QX1211	QX1212	QX1233	QX1791	QX1792	QX1793	QX1794	RC301	WN2001	WN2002
SINE1(ins)	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0
TIR21T5A(ins)	0	0	0	0	2	0	2	NA	2	2	0	2	2	2	2	1	3	1	NA	2	2	1	2	NA	0	NA	2	1	1	0	1	2	1	2	1	0	1	0	1	0	0	1	0	0	1	2	0	NA	0	0	0	NA	0	0	0	1	1	0	0	1	0	0	0	0	1	0	2	1	1	0	1	NA	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	NA	0	1	0	0	2	0	2	1	0	1	NA	1	1	NA	0	NA	0	1	0	0	1	1	0	NA	NA	1	0	NA	0	0	0	0	0	0	1	0	1	0	1	1	NA	NA	0	0	NA	1	2	2	0	0	2	NA	1	1	NA	3	2	0	2	NA	2	1	1	0
TIR23T5A(ins)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TIR54TA1(ins)	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
TIR9TA1A(ins)	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	NA	0	NA	0	0	0	NA	0	NA	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	NA	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	NA	1	0	0	0	0	0	NA	0	0	0
Tc1(ins)	1	1	389	3	3	1	3	17	3	4	4	3	1	1	4	2	6	2	5	1	3	3	1	13	162	7	5	0	1	4	2	3	2	2	1	2	0	2	4	2	3	5	2	3	1	2	1	1	4	3	3	0	6	4	2	3	4	1	7	6	1	2	3	3	4	2	3	0	2	3	2	6	6	3	2	1	7	9	0	2	3	2	0	0	0	2	4	5	7	4	3	2	2	1	1	1	0	4	8	9	2	8	0	2	2	7	4	1	1	3	2	9	1	1	1	5	1	5	2	3	6	2	1	3	2	1	2	0	0	0	3	2	5	0	7	9	1	1	5	8	4	2	19	7	1	7	5	4	5	0	10	1
Tc1A(ins)	1	0	13	0	1	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	5	0	2	1	1	1	0	1	1	1	1	1	0	0	0	2	1	4	1	0	0	0	0	0	1	0	2	1	0	0	1	1	1	1	1	2	1	0	0	0	1	1	1	2	0	0	2	1	0	3	1	1	0	0	1	0	2	0	1	0	1	0	2	2	1	5	3	3	0	1	0	2	2	0	0	1	0	2	3	0	1	2	2	0	1	1	2	2	1	2	1	2	2	0	3	4	2	0	2	3	3	4	1	4	1	1	2	2	0	1	0	2	1	0	0	0	1	0	1	3	2	0	1	2	2	1	0	2	0
Tc2(ins)	3	0	15	0	3	0	2	1	3	3	2	1	1	3	2	0	2	2	0	0	1	0	3	0	5	5	0	0	0	1	2	5	0	4	0	0	0	0	3	1	2	2	1	3	0	3	1	1	1	0	17	0	1	1	0	1	0	0	6	4	2	1	2	3	9	1	2	2	0	0	1	0	0	0	3	0	0	1	4	0	1	0	2	1	0	4	0	1	3	0	2	0	0	0	1	2	0	3	2	0	1	3	0	0	2	1	0	0	0	0	1	2	1	1	2	1	2	3	4	2	1	2	1	1	2	1	2	0	4	2	1	0	2	1	3	2	0	4	1	0	2	2	7	3	1	3	2	3	1	1	1	0
Tc3(ins)	11	5	4	14	9	7	11	12	7	12	6	6	6	14	8	4	17	10	4	8	9	2	7	9	1	8	9	6	12	15	13	11	8	10	12	12	15	8	11	11	9	11	10	6	16	4	8	0	3	2	2	4	5	10	7	11	7	0	6	10	6	7	12	4	15	4	13	4	5	7	7	11	11	8	4	5	8	8	4	1	4	1	0	9	5	9	6	16	15	10	18	0	8	3	9	11	0	9	14	10	14	16	0	2	17	8	8	5	7	7	2	11	3	5	12	8	8	6	11	10	6	3	6	10	6	6	5	3	7	3	4	6	10	8	12	17	8	5	11	12	5	5	11	12	10	14	13	14	10	8	13	6
Tc4v(ins)	2	0	5	1	2	2	3	3	2	3	3	1	2	3	4	4	1	1	3	2	3	1	1	3	0	9	3	0	0	4	1	2	0	2	2	2	2	2	5	5	3	3	0	2	1	1	0	1	1	4	3	1	2	2	2	1	6	1	5	2	0	6	4	5	3	2	1	0	3	2	1	1	4	4	1	1	3	3	1	3	1	2	1	1	2	5	1	2	3	1	2	2	0	1	2	0	0	3	4	3	1	5	0	5	7	3	1	3	0	1	2	3	2	2	1	2	2	1	1	1	1	4	2	3	2	1	2	0	1	1	4	0	5	2	1	2	1	3	3	4	2	3	25	4	3	2	3	5	4	3	5	3
Tc5(ins)	3	1	26	3	2	1	3	8	2	3	2	3	1	4	3	1	3	3	4	3	7	3	2	6	0	3	3	2	3	3	2	3	1	2	0	2	2	2	6	5	8	2	6	2	4	4	1	0	2	2	0	3	4	3	1	3	3	0	2	4	0	3	4	4	5	2	1	0	0	3	7	3	2	3	1	2	3	0	2	0	0	2	0	1	3	3	1	3	4	4	5	2	2	2	1	1	0	2	4	2	1	1	0	0	7	3	0	0	1	6	2	5	4	0	5	5	1	3	3	4	4	3	3	4	4	4	4	3	1	1	3	0	3	3	5	0	1	4	4	0	1	3	4	1	4	4	1	4	3	4	5	3
Tc5A(ins)	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	1	NA	0	0	0	0	0	NA	0	0	NA	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tc5B(ins)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tc6(ins)	1	0	2	1	1	0	0	2	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	2	0	1	0	0	0	0	1	2	1	0	NA	0	1	1	0	1	1	3	1	2	3	0	0	2	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	1	0	0	0	1	1	1	0	0	1	5	1	0	0	0	1	0	1	1	0
Tc9(ins)	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	0	NA	0	1	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	2	0	0	2	1	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	3	1	0	1	1	0	0
WBT00000046(ins)	2	1	3	2	1	1	1	1	2	2	1	1	1	1	1	0	1	1	1	1	0	0	1	2	0	1	2	1	0	1	1	1	0	1	1	1	1	2	1	2	1	2	1	1	0	0	0	0	1	1	1	1	1	0	1	1	3	1	3	3	0	0	2	1	1	0	0	0	1	1	0	0	2	2	1	0	2	2	2	1	2	0	2	0	2	1	2	1	1	1	1	NA	2	0	1	1	0	1	2	1	1	1	0	NA	2	2	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	NA	1	1	0	2	0	1	1	0	0	1	1	1	2	3	1	0	1	0	1	1	1	2	1
WBT00000074(ins)	0	3	3	1	2	0	3	2	1	1	0	2	1	3	0	0	0	0	0	1	1	1	0	1	2	2	0	0	0	2	0	0	1	0	1	2	2	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	1	4	1	1	0	0	2	2	2	0	0	2	4	1	1	1	0	2	0	0	3	1	0	1	0	1	0	0	1	0	2	0	0	1	1	0	0	2	1	0	0	1	0	NA	1	1	1	2	1	0	2	2	0	1	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	2	2	2	2	1	1	0	0	0	0	0	2	0	1	2	2	4	2	2	0	1
WBT00000084(ins)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	1	0	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	1	0	0	0	0	0
WBT00000132(ins)	NA	0	0	0	0	NA	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	NA	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	1	0	0	0	0	1	NA	0	0	1	NA	0	0	1	0	0
WBT00000134(ins)	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0
WBT00000207(ins)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0
WBT00000416(ins)	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	1	2	1	1	0	1	0
WBT00000581(ins)	1	0	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	1	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	NA	NA	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0
WBT00000613(ins)	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	1	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0
WBT00000628(ins)	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0
WBT00000637(ins)	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	1	0	0	0	0	0	0
WBT00000642(ins)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0
WBT00000661(ins)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
WBT00000746(ins)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
total(ins)	72	30	495	56	60	33	58	129	50	71	70	50	45	89	69	30	95	58	53	45	46	38	59	132	180	112	59	36	44	70	71	77	39	69	42	51	57	39	98	80	76	68	51	45	67	34	30	27	46	52	55	21	66	57	40	77	66	15	94	98	40	70	79	82	76	37	53	20	46	50	49	68	95	47	73	35	58	71	33	27	58	36	18	44	38	72	45	65	103	62	123	29	43	33	55	58	10	60	148	84	75	131	4	35	105	78	45	36	38	56	36	81	37	32	66	61	44	57	69	52	52	45	37	61	59	52	62	22	42	23	42	26	88	45	74	96	53	45	70	71	50	51	283	94	55	106	98	122	92	69	93	39
CEMUDR1(AR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CER1(AR)	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CER4-I(AR)	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	NA	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1
Chapaev-1(AR)	2	NA	2	0	1	3	3	3	1	1	1	1	NA	0	2	NA	2	1	1	1	0	NA	2	2	1	3	3	3	0	0	4	3	1	3	3	1	2	0	2	2	2	0	2	1	1	NA	0	NA	NA	0	2	NA	1	2	2	2	0	1	2	2	2	3	2	2	0	3	1	1	1	NA	2	NA	3	0	1	3	2	1	3	NA	2	2	NA	0	2	2	NA	3	3	2	3	NA	3	1	NA	4	0	4	2	2	3	2	0	NA	1	3	1	1	3	NA	0	3	2	NA	NA	2	NA	NA	3	3	3	2	1	2	NA	NA	3	3	1	NA	NA	0	1	0	1	1	3	1	1	2	NA	4	2	1	3	2	3	4	3	0	3	NA
LINE2C(AR)	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	0	2	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	2	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	2	1	1	0	1	1	0	1	0	1
LINE2D(AR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	NA
LINE2E(AR)	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINE2F(AR)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MARINCE1(AR)	1	1	1	0	2	1	1	5	2	1	2	NA	5	4	1	NA	2	1	2	2	3	3	4	3	NA	9	2	NA	1	1	3	2	1	2	NA	0	1	0	2	3	4	0	0	1	1	NA	0	4	3	2	4	NA	2	0	0	3	2	NA	5	4	1	3	3	4	0	NA	4	1	2	2	2	2	3	2	2	2	2	3	1	1	1	NA	NA	1	1	1	2	1	3	1	1	NA	2	3	2	2	0	2	2	2	2	4	0	NA	4	NA	0	0	NA	2	1	2	3	0	2	4	0	1	2	2	NA	3	2	4	4	NA	3	2	2	2	0	0	2	1	2	3	0	2	2	2	1	2	10	2	2	4	4	5	NA	1	1	NA
MARINER2(AR)	5	7	12	6	8	7	10	32	9	10	9	11	14	12	8	11	17	8	10	12	11	10	7	28	2	51	9	8	8	12	7	11	8	12	10	8	10	2	15	11	21	6	5	6	9	11	3	NA	17	15	18	6	12	8	4	15	9	6	25	19	0	18	13	16	10	34	12	5	7	19	12	33	28	10	11	7	13	13	3	16	13	15	NA	6	9	15	17	6	33	15	26	16	6	14	13	13	1	12	20	10	11	24	0	NA	24	28	7	10	6	17	12	36	13	10	26	25	13	19	30	30	35	20	9	23	16	25	22	12	10	5	11	2	17	5	14	20	4	8	8	23	18	10	50	16	12	27	26	20	25	6	15	9
MARINER3(AR)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	1	0	NA	0	0	1	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	2	0	NA	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	3	1	0	2	1	1	1	0	1	0
