Trait	AB1	BRC20067	CB4851	CB4852	CB4853	CB4854	CB4855	CB4856	CB4857	CB4858	CB4932	CX11254	CX11262	CX11264	CX11271	CX11276	CX11285	CX11292	CX11307	CX11314	CX11315	DL200	DL226	DL238	ECA252	ECA36	ED3005	ED3011	ED3012	ED3017	ED3040	ED3046	ED3048	ED3049	ED3052	ED3073	ED3077	EG4347	EG4349	EG4724	EG4725	EG4946	GXW1	JT11398	JU1088	JU1172	JU1200	JU1212	JU1213	JU1242	JU1246	JU1395	JU1400	JU1409	JU1440	JU1491	JU1530	JU1568	JU1580	JU1581	JU1586	JU1652	JU1896	JU2001	JU2007	JU2316	JU2464	JU2466	JU2513	JU2519	JU2522	JU2526	JU258	JU310	JU311	JU323	JU346	JU360	JU367	JU393	JU394	JU397	JU406	JU440	JU561	JU642	JU751	JU774	JU775	JU778	JU782	JU792	JU830	JU847	KR314	LKC34	LSJ1	MY10	MY16	MY18	MY1	MY23	N2	NIC166	NIC195	NIC199	NIC1	NIC207	NIC231	NIC236	NIC242	NIC251	NIC252	NIC255	NIC256	NIC258	NIC259	NIC260	NIC261	NIC262	NIC265	NIC266	NIC267	NIC268	NIC269	NIC271	NIC272	NIC274	NIC275	NIC276	NIC277	NIC2	NIC3	PB303	PB306	PS2025	PX179	QG2075	QG536	QG556	QG557	QW947	QX1211	QX1212	QX1233	QX1791	QX1792	QX1793	QX1794	RC301	WN2001	WN2002
MARINER4(AR)	1	NA	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	NA	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	NA	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	NA	1	NA	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	NA	NA	1	1	1	NA	0	0	1	NA	0	1	1	1	NA	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1
MAR(AR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRAGE1(AR)	1	1	3	0	2	1	4	5	2	2	3	NA	2	2	3	2	5	1	3	2	2	4	2	4	1	5	1	4	0	4	3	3	1	3	3	1	3	0	4	2	5	1	3	3	2	NA	0	2	4	4	4	0	4	3	2	4	3	0	4	4	3	1	2	5	0	5	1	1	1	2	1	5	3	3	1	2	3	3	3	4	2	4	3	4	1	2	1	3	1	2	5	NA	0	1	4	2	0	0	4	4	1	5	0	4	4	4	2	1	3	2	1	5	3	3	4	5	2	4	5	5	4	2	1	3	2	4	4	2	4	2	3	0	5	1	3	5	0	3	2	2	2	4	5	3	4	5	5	3	5	1	3	3
RTE1(AR)	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	NA	0	0	1	0	1	0	NA	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	2	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	1	1	1	1	1	0	2	1
TURMOIL1(AR)	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tc1(AR)	3	5	15	3	4	7	5	12	4	3	3	7	3	5	3	8	5	2	3	6	NA	6	4	11	15	21	4	4	1	6	4	7	3	7	7	6	6	2	6	8	9	4	6	6	4	3	2	NA	6	NA	NA	NA	8	4	6	4	4	2	8	6	2	4	1	7	3	14	5	NA	6	10	7	14	10	7	2	6	9	4	3	NA	2	7	NA	3	5	8	9	7	12	5	10	NA	5	6	7	5	0	8	4	5	5	7	1	NA	12	11	5	3	7	9	5	13	6	3	9	13	6	9	12	9	13	7	5	7	6	10	10	6	7	5	5	1	7	2	5	2	3	6	6	7	4	9	22	5	5	8	9	5	10	2	10	NA
Tc1A(AR)	3	4	6	4	3	5	5	6	4	3	2	6	5	5	3	7	6	4	4	4	5	3	6	5	4	11	3	7	4	3	5	5	4	5	5	6	5	2	4	6	7	3	4	5	4	3	3	NA	3	5	0	4	6	4	4	5	2	2	2	3	1	4	5	2	4	NA	5	4	5	8	6	7	4	2	1	4	5	4	3	4	1	4	NA	1	4	3	6	5	8	5	4	4	5	3	5	6	0	6	3	1	3	8	1	2	7	6	3	4	6	6	3	6	5	4	4	7	4	4	4	4	7	2	3	2	3	4	3	4	4	3	2	3	4	5	4	5	3	5	3	7	5	5	12	4	4	3	6	5	4	5	9	6
Tc3(AR)	3	6	0	3	6	5	6	6	6	6	5	5	6	6	5	5	5	5	5	6	5	6	6	6	NA	7	6	6	1	6	4	6	5	6	4	6	5	4	6	6	5	5	6	4	5	6	2	NA	6	6	NA	NA	6	6	6	6	6	NA	6	5	2	5	3	6	6	6	6	6	5	7	6	7	7	6	4	5	6	7	2	6	0	6	NA	2	5	6	6	6	7	6	6	NA	6	NA	6	6	0	6	6	6	5	7	0	NA	5	6	5	NA	6	6	4	5	6	4	6	7	6	6	6	6	7	NA	5	5	7	6	6	NA	5	6	6	1	6	4	6	5	4	6	5	5	6	5	7	6	6	6	6	6	6	4	6	5
Tc4v(AR)	1	2	1	0	4	NA	4	5	4	3	4	NA	4	4	4	NA	5	2	NA	3	3	3	3	4	NA	8	4	4	1	2	3	4	2	4	3	2	2	1	3	3	3	3	3	3	2	3	1	NA	3	NA	4	NA	2	2	3	3	3	NA	5	4	2	3	2	4	2	4	5	2	2	4	3	5	5	3	3	4	5	4	2	4	1	NA	NA	3	3	2	NA	3	5	3	4	4	4	NA	3	2	0	4	NA	4	2	NA	0	NA	4	4	4	2	3	NA	1	5	NA	3	4	5	3	3	5	5	5	3	3	3	4	4	5	4	3	3	3	1	3	2	4	4	2	2	2	2	3	2	8	3	4	NA	3	5	5	2	3	NA
Tc5(AR)	2	2	1	1	2	2	3	4	2	2	3	3	NA	3	3	2	3	2	2	2	3	3	4	3	1	NA	2	3	0	3	3	3	2	3	3	2	2	1	3	3	3	2	3	3	2	2	0	1	3	2	1	NA	3	3	3	3	2	NA	3	3	1	3	1	3	4	4	2	2	2	3	3	5	4	2	2	3	3	2	1	3	1	3	NA	1	2	3	3	2	5	4	3	NA	2	3	2	3	0	3	3	2	2	3	0	2	3	3	3	2	3	3	3	5	3	2	3	3	3	3	4	3	5	1	3	4	3	3	3	3	3	2	NA	0	3	2	2	2	2	3	2	2	3	3	4	2	3	4	3	3	4	2	2	4
Tc6(AR)	1	1	0	0	2	1	2	3	2	2	1	2	2	2	2	NA	2	2	2	2	2	3	2	NA	0	4	2	2	0	2	2	3	2	3	2	1	2	0	3	3	3	2	2	1	2	2	0	NA	3	2	NA	NA	1	2	2	2	1	0	3	2	0	2	0	2	2	NA	2	1	2	3	2	3	4	1	0	1	2	2	0	2	0	1	NA	0	1	2	1	2	3	2	3	NA	2	1	2	2	0	3	1	1	1	1	0	2	5	3	3	1	2	2	1	4	3	2	3	3	2	2	4	3	4	2	2	3	2	3	2	NA	2	NA	2	0	1	2	2	2	0	3	2	2	2	2	3	2	2	4	1	1	NA	2	2	1
Tc9(AR)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0
Vingi-1(AR)	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	NA	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	NA	0	0	1	1	0	0	1	1	0
WBT00000074(AR)	1	1	1	1	2	1	2	3	1	2	1	NA	NA	2	NA	NA	3	2	NA	NA	NA	NA	NA	3	0	NA	NA	NA	1	2	1	2	1	2	NA	1	1	1	2	1	2	2	0	1	1	NA	1	NA	2	2	2	NA	1	0	0	2	1	NA	3	3	1	4	3	0	1	3	2	1	1	NA	1	3	4	1	1	1	1	2	1	2	1	1	NA	1	NA	3	3	1	3	2	3	NA	2	NA	2	1	0	2	3	2	1	2	0	NA	3	3	1	2	1	2	1	2	NA	NA	3	2	3	3	3	3	3	1	1	NA	2	3	3	NA	1	1	2	1	2	1	NA	2	1	2	1	3	NA	1	5	3	1	3	1	2	3	1	3	1
WBT00000134(AR)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	NA	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	NA	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
WBT00000212(AR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBT00000416(AR)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
WBT00000425(AR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBT00000581(AR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBT00000617(AR)	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	NA	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	NA	0	1	1	0	0	0	1	0	0	1	0	NA	1	1	0	1	0	1	1	1	0	1	1	0	NA	0	NA	NA	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0
WBT00000634(AR)	0	0	0	0	0	0	0	NA	0	0	0	1	1	1	0	0	NA	0	0	1	1	0	0	NA	0	1	1	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0
WBT00000661(AR)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	1	0	0	0	0	0	NA	0	0	0
WBT00000665(AR)	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	NA	0	0	0	0	0	1	1	1	1	0	0	0	0	0	NA	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	NA	0	1	1	0	1	1	1	1	NA	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1
WBT00000746(AR)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	0	0
total(AR)	26	35	45	21	40	40	51	91	43	40	36	51	51	52	39	44	61	35	39	48	43	49	45	80	24	144	45	50	19	44	45	54	36	56	49	38	47	13	56	51	72	31	41	36	38	41	12	38	58	51	51	24	51	40	38	54	34	19	77	61	16	58	39	56	35	90	50	30	38	65	50	93	84	41	33	44	56	50	23	54	27	54	24	25	39	55	61	42	91	56	78	53	42	52	53	52	1	55	58	45	43	75	2	44	83	83	37	32	49	59	33	96	55	35	75	81	46	58	84	78	96	50	39	67	56	74	74	49	48	35	40	11	58	31	51	60	23	47	38	66	54	52	147	54	52	77	78	68	78	30	65	44
coverage	116.65	33.77	122.47	297.43	179.17	68.59	65.19	183.6	96.58	268.65	116.82	52.82	41.57	135.47	66.32	50.26	166.27	98.29	72.41	60.31	50.55	37.7	80.7	128.77	56.52	30.85	94.1	50.52	59.83	129.75	162.41	120.96	83.21	147.81	83.51	146.31	102.13	67.72	53.45	96.67	47.72	111.22	98.4	63.89	96.43	45.65	150.44	41.81	61.91	60.74	55.76	21.11	114.51	113.46	54.53	115.17	102.15	67.27	151.06	162.6	125.49	61.72	72.55	52.91	101.24	23.72	108.26	27.9	38.66	24.1	38.82	32.57	127.2	146.64	203.7	87.35	68.66	164.8	84.66	42.56	97.81	62.2	31.07	68.12	44.71	103.64	62.57	82.15	91.37	88.23	147.36	29.98	63.23	36.11	89.11	96.63	111.27	71.73	153.23	139.76	186.61	157.74	145.59	38.79	167.31	85.79	68.39	45.26	118.84	75.45	34.87	36.47	27.75	31.61	52.31	36.24	27.14	38.67	41.4	31.49	27.67	33.5	77.2	38.23	45.1	33.48	66.86	29.05	27.86	26.43	35.37	70.39	119.5	65.23	55.8	59.64	87.99	30.4	232.49	82.91	49.89	34.27	299.53	244.49	66.87	86.72	110.07	61.95	75.72	141.73	541.45	48.34
total_dnatransposon(ins)	66	27	491	52	52	30	53	119	45	62	60	43	37	81	56	26	87	50	44	39	41	34	54	114	179	99	51	32	41	64	65	71	33	63	38	48	52	32	87	75	69	61	47	39	58	28	29	24	42	43	51	17	60	50	33	66	59	13	85	88	36	67	73	71	69	32	47	19	38	41	42	61	86	43	66	32	52	59	31	21	55	30	15	40	37	66	39	58	91	52	109	20	38	29	52	49	10	51	128	71	67	120	4	32	96	69	38	29	35	45	28	73	33	30	59	55	39	48	63	47	50	43	35	58	51	45	53	18	32	20	38	25	77	40	66	89	42	40	59	63	45	44	248	84	49	92	84	108	83	63	85	32
total_unknown(AR)	0	1	2	1	1	1	2	1	1	1	1	2	2	3	1	0	1	1	0	2	2	0	1	1	0	5	2	1	2	0	1	1	1	1	1	0	1	0	0	1	2	1	1	0	1	1	0	2	2	2	1	1	0	1	1	2	0	1	3	1	0	3	2	1	0	2	2	0	1	2	1	2	2	1	2	1	2	1	0	2	2	1	1	2	2	3	2	0	3	3	4	0	0	3	2	1	0	0	3	2	2	3	0	1	3	2	0	1	2	1	1	3	2	1	3	2	0	1	1	2	2	1	1	2	1	3	3	2	2	0	1	0	2	2	1	3	0	1	0	3	2	0	5	2	1	2	2	2	2	1	0	2
total_unknown(ins)	1	0	1	1	0	2	0	2	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	2	0	0	1	0	1	1	0	0	3	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	3	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	3	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	3	1	1	0	1	0	0	2	0	1	2	2	2	0	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	2	2	0	0	1	0	1	0	0	2	3	1	0	2	0	1	0	1	0	0
total_retrotransposon(AR)	1	3	1	1	2	4	3	4	4	3	1	5	4	3	2	2	4	3	3	3	2	4	2	3	0	6	3	4	0	1	4	3	4	4	5	3	4	0	3	1	3	1	5	2	3	2	0	2	3	3	4	1	3	4	4	3	1	1	4	4	1	5	2	3	1	2	3	2	2	1	2	3	5	2	3	4	3	2	1	2	1	3	1	1	3	4	3	2	3	5	4	4	4	5	4	4	0	3	3	3	4	3	0	4	4	5	1	1	5	3	0	5	3	1	4	1	3	2	3	3	3	1	2	3	4	4	6	4	3	3	1	1	4	3	3	5	1	1	3	4	3	4	9	3	4	4	6	4	3	3	5	3
total_retrotransposon(ins)	5	3	3	3	8	1	5	8	5	8	9	7	7	8	12	4	8	7	9	6	5	4	4	16	1	13	7	4	2	5	6	6	3	6	3	3	5	6	10	4	7	6	4	5	9	5	1	2	4	9	4	3	5	7	6	10	4	2	9	9	4	3	5	11	6	5	5	1	8	8	6	6	6	4	7	3	6	10	2	6	2	6	3	4	1	5	6	6	9	9	13	9	4	4	3	7	0	8	18	11	6	11	0	2	7	8	7	7	3	10	8	8	3	2	7	6	5	8	6	5	2	1	1	2	8	6	8	4	9	3	3	1	9	3	8	7	10	5	10	8	5	5	32	9	6	12	14	13	9	5	8	7
total_dnatransposon(AR)	25	31	42	19	37	35	46	86	38	36	34	44	45	46	36	42	56	31	36	43	39	45	42	76	24	133	40	45	17	43	40	50	31	51	43	35	42	13	53	49	67	29	35	34	34	38	12	34	53	46	46	22	48	35	33	49	33	17	70	56	15	50	35	52	34	86	45	28	35	62	47	88	77	38	28	39	51	47	22	50	24	50	22	22	34	48	56	40	85	48	70	49	38	44	47	47	1	52	52	40	37	69	2	39	76	76	36	30	42	55	32	88	50	33	68	78	43	55	80	73	91	48	36	62	51	67	65	43	43	32	38	10	52	26	47	52	22	45	35	59	49	48	133	49	47	71	70	62	73	26	60	39
Tc1A(all)	10.0	8.0	19.0	8.0	10.0	7.0	8.0	8.0	9.0	10.0	11.0	7.0	8.0	9.0	10.0	6.0	7.0	9.0	9.0	9.0	8.0	9.0	7.0	12.0	8.0	2.0	10.0	6.0	9.0	9.0	8.0	8.0	9.0	8.0	8.0	6.0	7.0	10.0	10.0	7.0	9.0	10.0	8.0	7.0	8.0	9.0	9.0	NA	9.0	8.0	13.0	8.0	6.0	9.0	9.0	8.0	11.0	11.0	12.0	10.0	11.0	8.0	7.0	11.0	9.0	NA	9.0	8.0	7.0	6.0	7.0	5.0	11.0	11.0	12.0	8.0	7.0	9.0	9.0	10.0	11.0	8.0	NA	12.0	8.0	11.0	8.0	8.0	9.0	10.0	11.0	8.0	8.0	9.0	9.0	8.0	12.0	6.0	10.0	11.0	11.0	7.0	11.0	10.0	7.0	8.0	9.0	9.0	7.0	8.0	11.0	6.0	9.0	9.0	10.0	7.0	8.0	11.0	12.0	10.0	4.0	12.0	12.0	13.0	13.0	9.0	13.0	9.0	9.0	11.0	12.0	9.0	9.0	7.0	10.0	8.0	9.0	7.0	9.0	6.0	7.0	8.0	3.0	10.0	8.0	10.0	8.0	8.0	8.0	7.0	5.0	6.0
WBT00000134(all)	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	NA	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	NA	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	0.0
MIRAGE1(all)	6.0	9.0	2.0	7.0	8.0	6.0	6.0	5.0	5.0	6.0	6.0	NA	6.0	4.0	4.0	4.0	3.0	8.0	3.0	6.0	4.0	8.0	8.0	8.0	4.0	2.0	7.0	3.0	5.0	6.0	6.0	7.0	6.0	7.0	5.0	6.0	7.0	6.0	6.0	10.0	8.0	7.0	5.0	4.0	8.0	NA	5.0	6.0	8.0	8.0	5.0	8.0	8.0	3.0	5.0	5.0	4.0	6.0	6.0	11.0	3.0	11.0	4.0	6.0	6.0	4.0	9.0	6.0	8.0	9.0	7.0	10.0	11.0	4.0	10.0	7.0	10.0	5.0	6.0	5.0	6.0	5.0	4.0	3.0	11.0	9.0	5.0	5.0	12.0	7.0	9.0	NA	10.0	11.0	5.0	7.0	5.0	8.0	9.0	4.0	8.0	7.0	5.0	4.0	5.0	12.0	5.0	5.0	5.0	7.0	4.0	10.0	7.0	3.0	8.0	8.0	5.0	7.0	7.0	6.0	4.0	7.0	8.0	8.0	9.0	10.0	6.0	5.0	4.0	6.0	6.0	6.0	4.0	7.0	6.0	4.0	6.0	8.0	5.0	8.0	8.0	4.0	2.0	8.0	8.0	3.0	5.0	9.0	5.0	6.0	6.0	5.0
WBT00000581(all)	2.0	1.0	NA	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	1.0	1.0	1.0	1.0	2.0	1.0	1.0	NA	NA	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
